total_amount,avg_review,diff_first_today,diff_first_last,recency,frequency,customer_city,customer_state
19.39,5.0,1073,0,1.379905131522208,1,3173,25
85.14,3.0,1147,0,3.8111665537280026,1,1954,17
260.05,5.0,1264,0,7.655187991539868,5,143,17
92.57,5.0,1251,0,7.2280744984496605,1,3749,10
102.82,5.0,1151,0,3.942586090063451,1,3328,25
143.99,4.0,1070,0,1.2813404792706216,1,2917,18
65.71,3.0,1175,0,4.7311033080761415,1,1147,25
78.2,1.0,1076,0,1.4784697837737941,1,2069,17
20.03,5.0,1153,0,4.008295858231175,1,135,25
302.35,5.0,1262,0,7.589478223372143,1,2516,22
159.6,5.0,1241,0,6.899525657611039,1,2917,18
126.37,5.0,1455,0,13.930470851557526,1,3328,25
98.66,1.0,1373,0,11.236370356680835,3,3328,25
729.17,4.0,1089,0,1.9055832768640013,1,1296,15
90.73,5.0,1139,0,3.5483274810571057,1,2599,15
71.53,5.0,1087,0,1.8398735086962772,1,858,10
223.11999999999998,5.0,1096,0,2.135567465451036,5,649,25
131.47,4.0,1226,0,6.406702396353108,1,2932,1
344.09,3.0,1251,0,7.2280744984496605,2,1264,5
248.57,5.0,1100,0,2.266987001786484,3,3438,25
50.1,1.0,1228,0,6.472412164520832,1,508,6
166.01,5.0,1257,0,7.425203802952833,2,708,22
82.78,5.0,1049,0,0.5913879135095177,1,3328,25
80.79,3.0,1308,0,9.1008028912298,1,3768,7
77.6,5.0,1091,0,1.9712930450317254,1,1837,14
67.82,5.0,1356,0,10.67783732725518,1,2924,23
210.48,1.0,1446,0,13.634776894802767,1,2917,18
414.08,5.0,1042,0,0.361403724922483,1,3328,25
117.01,4.0,1056,0,0.8213721020965523,1,3529,22
167.2,2.0,1288,0,8.443705209552558,1,1051,17
45.55,5.0,1406,0,12.320581531448285,1,597,25
162.0,1.0,1125,0,3.0883591038830365,1,2917,18
58.11,1.0,1095,0,2.102712581367174,1,2917,18
56.61,5.0,1175,0,4.7311033080761415,1,3328,25
99.32,5.0,1407,0,12.353436415532146,2,1959,25
49.68,5.0,1096,0,2.135567465451036,2,2917,18
243.56,1.0,1138,0,3.5154725969732437,1,297,25
62.13,5.0,1087,0,1.8398735086962772,1,3328,25
37.17,4.0,1229,0,6.505267048604694,1,2917,18
74.08,5.0,1048,0,0.5585330294256555,1,1733,15
121.3,1.0,1178,0,4.829667960327727,1,1051,17
37.76,3.0,1080,0,1.6098893201092426,1,3328,25
45.0,3.0,1175,0,4.7311033080761415,1,426,25
171.44,5.0,1107,0,2.496971190373519,1,2577,22
64.28,3.0,1183,0,4.993942380747038,1,1280,25
136.29,5.0,1074,0,1.41276001560607,1,1497,25
23.33,5.0,1376,0,11.33493500893242,1,3328,25
191.79,5.0,1062,0,1.0185014065997249,1,3460,12
430.19000000000005,3.0,1217,0,6.111008439598349,3,829,22
93.82,4.0,1042,0,0.361403724922483,1,3328,25
174.04,5.0,1253,0,7.293784266617385,1,1073,25
155.14,5.0,1192,0,5.289636337501797,1,1081,10
106.08,5.0,1106,0,2.464116306289657,1,631,10
71.56,5.0,1435,0,13.273373169880285,1,3656,10
137.83,1.0,1474,0,14.554713649150907,1,508,6
1520.77,5.0,1415,0,12.616275488203042,1,3328,25
610.56,4.0,1433,0,13.20766340171256,1,3328,25
146.46,5.0,1096,0,2.135567465451036,1,3725,10
155.26,1.0,1115,0,2.759810263044416,1,335,10
269.53,1.0,1069,0,1.2484855951867595,1,3328,25
97.65,4.0,1391,0,11.827758270190353,1,3312,17
46.5,1.0,1167,0,4.468264235405244,1,2062,18
50.86,5.0,1434,0,13.240518285796423,1,2650,25
172.45,5.0,1290,0,8.509414977720281,1,379,4
359.43,1.0,1071,0,1.3141953633544836,1,2272,18
214.1,1.0,1442,0,13.50335735846732,1,375,23
162.24,5.0,1210,0,5.881024251011314,1,3328,25
81.78,5.0,1432,0,13.1748085176287,1,3328,25
74.33,4.0,1367,0,11.039241052177664,1,1863,25
43.0,5.0,1104,0,2.398406538121933,1,1248,23
53.72,4.0,1070,0,1.2813404792706216,1,3328,25
235.64,2.0,1155,0,4.0740056263988995,1,3128,25
212.86,5.0,1198,0,5.486765642004969,1,1248,23
72.14,5.0,1299,0,8.80510893447504,1,410,18
154.63,5.0,1355,0,10.644982443171317,1,2917,18
46.78,4.0,1193,0,5.322491221585659,1,2697,25
42.78,4.0,1264,0,7.655187991539868,1,3328,25
142.34,5.0,1594,0,18.49729973921436,1,649,25
114.95,1.0,1313,0,9.26507731164911,1,3787,18
71.24,5.0,1343,0,10.250723834164972,1,3588,17
44.52,4.0,1438,0,13.371937822131871,1,894,23
1097.17,5.0,1454,0,13.897615967473664,1,1638,10
97.94,5.0,1136,0,3.4497628288055195,1,3559,16
84.24,5.0,1160,0,4.23828004681821,1,324,23
356.12,3.0,1162,0,4.303989814985934,2,2917,18
209.75,4.0,1306,231,1.445614899689932,2,2917,18
186.62,1.0,1114,0,2.7269553789605534,1,508,6
141.16,5.0,1270,0,7.85231729604304,1,426,25
70.83,5.0,1078,0,1.5441795519415182,1,413,10
451.03,4.0,1487,0,14.981827142241114,1,2650,25
63.27,5.0,1097,0,2.168422349534898,1,1039,25
350.56,1.0,1372,0,11.203515472596973,1,3328,25
30.86,3.0,1433,0,13.20766340171256,1,3477,25
198.96,3.0,1221,0,6.242427975933797,1,3178,25
132.72,5.0,1095,0,2.102712581367174,4,148,13
152.48,5.0,1178,0,4.829667960327727,1,1497,25
114.73,5.0,1062,0,1.0185014065997249,1,708,22
72.05000000000001,5.0,1378,0,11.400644777100146,1,2393,25
78.2,5.0,1043,0,0.3942586090063451,1,2272,18
222.38,5.0,1211,0,5.9138791350951765,1,3328,25
273.15999999999997,4.5,1378,254,3.0555042197991744,2,1051,17
257.66,2.0,1313,0,9.26507731164911,1,3328,25
25.46,3.0,1484,0,14.883262489989528,1,1277,25
97.2,3.0,1468,0,14.357584344647734,1,2740,22
37.05,5.0,1216,0,6.078153555514487,1,408,13
168.06,1.0,1097,0,2.168422349534898,2,3287,25
132.16,5.0,1217,0,6.111008439598349,1,3542,25
57.91,4.0,1255,0,7.359494034785109,1,1217,4
92.84,5.0,1066,0,1.149920942935173,1,3328,25
252.94,5.0,1054,0,0.7556623339288281,1,2917,18
143.38,4.0,1037,0,0.19712930450317254,1,2917,18
150.14,2.5,1291,123,4.501119119489107,2,2917,18
173.53,1.0,1095,0,2.102712581367174,1,2917,18
142.94,3.0,1056,0,0.8213721020965523,1,2626,25
116.36,4.0,1125,0,3.0883591038830365,1,3328,25
45.95,5.0,1446,0,13.634776894802767,1,2577,22
110.36,5.0,1031,0,0.0,1,3328,25
69.71,5.0,1118,0,2.858374915296002,1,3328,25
99.33,5.0,1121,0,2.9569395675475882,1,511,25
81.63,5.0,1136,0,3.4497628288055195,1,3328,25
140.02,5.0,1126,0,3.1212139879668985,1,961,10
86.15,5.0,1366,0,11.006386168093801,1,589,10
89.61,5.0,1398,0,12.057742458777387,1,3328,25
127.45,1.0,1117,0,2.82552003121214,1,3298,9
171.55,5.0,1048,0,0.5585330294256555,1,2614,25
75.16,5.0,1191,0,5.2567814534179345,1,729,10
71.56,3.0,1395,0,11.959177806525801,1,3697,18
340.37,5.0,1127,0,3.1540688720507606,3,2917,18
136.08,5.0,1274,0,7.983736832378488,1,3328,25
155.14,5.0,1251,0,7.2280744984496605,1,72,10
56.78,5.0,1150,0,3.909731205979589,1,1715,25
21.48,1.0,1110,0,2.595535842625105,1,3328,25
118.17,5.0,1195,0,5.388200989753383,1,191,18
166.78,4.0,1065,0,1.117066058851311,1,3328,25
105.5,4.0,1073,0,1.379905131522208,1,1248,23
147.01,2.5,1227,0,6.43955728043697,2,1412,25
37.77,5.0,1178,0,4.829667960327727,1,3477,25
45.45,5.0,1070,0,1.2813404792706216,1,2917,18
89.17,5.0,1238,0,6.800961005359453,1,3328,25
547.47,3.0,1259,0,7.490913571120557,1,3328,25
311.1,5.0,1170,0,4.566828887656831,1,2917,18
528.29,4.5,1365,206,4.205425162734348,2,3282,25
50.01,5.0,1424,0,12.911969444957801,1,3328,25
26.64,5.0,1495,0,15.24466621491201,1,2740,22
244.15,5.0,1119,0,2.891229799379864,1,1073,25
83.41,2.0,1117,0,2.82552003121214,1,2596,25
218.63,5.0,1367,0,11.039241052177664,1,3328,25
60.03,5.0,1112,0,2.6612456107928293,1,2650,25
71.92,5.0,1181,0,4.928232612579314,1,398,25
356.68999999999994,5.0,1238,111,3.1540688720507606,3,1277,25
43.09,1.0,1078,0,1.5441795519415182,1,212,7
788.12,4.0,1189,0,5.19107168525021,1,395,25
30.1,5.0,1175,0,4.7311033080761415,1,438,23
144.0,1.0,1477,0,14.653278301402493,1,3722,12
134.04,5.0,1282,0,8.246575905049385,1,2868,18
52.38,5.0,1161,0,4.271134930902072,1,2588,10
303.72,5.0,1485,0,14.916117374073389,1,528,25
41.84,4.0,1178,0,4.829667960327727,1,3179,25
98.51,5.0,1250,0,7.195219614365798,1,236,25
176.12,5.0,1067,0,1.1827758270190354,1,3328,25
87.82,4.0,1266,0,7.720897759707592,1,3328,25
236.29,4.0,1318,0,9.42935173206842,1,2906,17
58.62,5.0,1119,0,2.891229799379864,1,3328,25
156.09,1.0,1383,0,11.564919197519457,1,1254,10
118.19999999999999,4.0,1366,0,11.006386168093801,2,2142,10
106.38,5.0,1154,0,4.041150742315037,1,1982,22
53.61,5.0,1170,0,4.566828887656831,1,1843,23
134.89,5.0,1215,0,6.045298671430625,1,867,23
149.72,3.0,1039,0,0.26283907267089673,1,3328,25
479.95,5.0,1055,14,0.3285488408386209,2,1364,7
1273.16,4.0,1361,0,10.84211174767449,1,3328,25
85.56,3.0,1073,0,1.379905131522208,1,284,25
85.23,1.0,1140,0,3.5811823651409678,1,2799,17
253.79999999999998,1.0,1123,0,3.0226493357153124,2,1051,17
49.09,5.0,1192,0,5.289636337501797,1,3263,10
109.18,5.0,1080,0,1.6098893201092426,1,3328,25
55.09,5.0,1170,0,4.566828887656831,1,2069,17
73.13,4.0,1117,0,2.82552003121214,1,943,23
99.53,3.0,1034,0,0.09856465225158627,1,2115,10
256.5,5.0,1034,0,0.09856465225158627,1,3328,25
644.98,3.0,1307,0,9.067948007145937,4,2917,18
188.7,3.5,1285,205,1.6098893201092426,2,2917,18
112.79,5.0,1118,0,2.858374915296002,1,1359,22
255.86,4.0,1430,0,13.109098749460975,2,1601,24
106.38,5.0,1191,0,5.2567814534179345,1,1101,17
129.79,5.0,1049,0,0.5913879135095177,1,2777,25
63.5,5.0,1270,0,7.85231729604304,1,206,25
1101.83,5.0,1474,0,14.554713649150907,1,1325,17
220.28,5.0,1047,0,0.5256781453417935,1,3630,22
208.88,4.0,1271,0,7.885172180126902,1,2326,25
97.78,5.0,1089,0,1.9055832768640013,1,1701,25
223.82,5.0,1223,0,6.308137744101521,1,1264,5
217.78,5.0,1229,0,6.505267048604694,1,2395,22
198.9,3.0,1176,0,4.763958192160003,1,3788,25
111.02,4.0,1210,0,5.881024251011314,1,3254,17
33.1,4.0,1391,0,11.827758270190353,1,1051,17
33.75,3.0,1281,0,8.213721020965522,1,3489,25
82.82,4.5,1259,28,6.5709768167724185,2,3328,25
324.1,5.0,1327,281,0.49282326125793136,2,2634,17
72.85,5.0,1180,0,4.895377728495451,1,2917,18
141.4,1.0,1140,0,3.5811823651409678,1,2660,25
518.77,5.0,1231,0,6.5709768167724185,1,2917,18
253.28,5.0,1034,0,0.09856465225158627,1,3656,10
77.57,4.0,1157,0,4.139715394566624,1,901,7
58.95,4.0,1406,0,12.320581531448285,1,2067,25
110.63,5.0,1129,0,3.219778640218485,1,413,10
312.15,5.0,1081,0,1.6427442041931046,3,2272,18
313.2,3.0,1135,0,3.4169079447216575,1,3328,25
159.03,1.0,1243,0,6.965235425778763,1,191,18
414.99,5.0,1132,0,3.3183432924700713,1,131,15
121.38,5.0,1393,0,11.893468038358078,1,3173,25
236.49,5.0,1099,0,2.234132117702622,3,508,6
166.29000000000002,5.0,1386,125,7.556623339288281,2,72,10
65.36,5.0,1092,0,2.0041479291155877,1,2896,25
75.07,5.0,1293,0,8.607979629971869,1,3288,17
189.4,4.0,1091,0,1.9712930450317254,2,3367,25
104.02,5.0,1466,0,14.29187457648001,1,3004,4
229.5,4.0,1085,0,1.7741637405285529,1,2464,13
45.14,5.0,1104,0,2.398406538121933,1,1865,1
139.6,4.333333333333333,1453,204,7.1623647302819355,3,353,25
154.71,5.0,1320,0,9.495061500236144,2,344,22
305.13,3.0,1168,0,4.501119119489107,1,3160,25
30.49,5.0,1317,0,9.396496847984558,1,1437,25
57.1,5.0,1465,0,14.259019692396148,1,1051,17
219.45,5.0,1231,0,6.5709768167724185,1,413,10
44.09,1.0,1178,0,4.829667960327727,1,3258,23
95.21,4.0,1298,0,8.772254050391178,1,1332,8
92.99,5.0,1100,0,2.266987001786484,1,1217,4
147.15,5.0,1127,0,3.1540688720507606,1,3328,25
139.53,5.0,1481,0,14.78469783773794,1,2676,8
107.38,4.5,1208,32,4.763958192160003,2,3004,4
49.24,5.0,1249,0,7.1623647302819355,1,2917,18
47.74,5.0,1350,0,10.480708022752006,1,3556,10
262.6,5.0,1180,0,4.895377728495451,1,3328,25
64.11,4.0,1155,0,4.0740056263988995,1,2917,18
242.02,5.0,1319,0,9.462206616152283,1,2516,22
90.88,3.0,1117,0,2.82552003121214,1,867,23
898.51,2.0,1197,0,5.453910757921107,1,2672,25
208.55,5.0,1221,0,6.242427975933797,1,3016,25
182.17,4.0,1361,0,10.84211174767449,1,2493,18
173.86,1.0,1170,0,4.566828887656831,1,2917,18
45.1,3.0,1159,0,4.205425162734348,1,2913,18
116.94,4.0,1127,0,3.1540688720507606,1,1332,8
125.16,5.0,1098,0,2.20127723361876,1,2158,25
144.66,5.0,1170,0,4.566828887656831,1,1536,25
163.25,5.0,1085,0,1.7741637405285529,1,1464,17
65.71,4.0,1303,0,8.936528470810488,1,3328,25
25.5,5.0,1103,0,2.3655516540380708,1,307,25
69.41,5.0,1065,0,1.117066058851311,1,3328,25
55.09,4.0,1098,0,2.20127723361876,1,2666,10
13.68,4.0,1369,0,11.104950820345387,1,3328,25
153.15,1.0,1312,0,9.232222427565247,1,1837,14
297.96000000000004,5.0,1127,90,0.19712930450317254,3,88,12
811.28,5.0,1185,0,5.059652148914762,1,3428,8
63.82,4.0,1316,0,9.363641963900696,1,2871,12
169.62,5.0,1407,0,12.353436415532146,1,148,13
132.95,5.0,1302,0,8.903673586726628,1,909,17
238.79000000000002,5.0,1039,1,0.22998418858703465,2,961,10
134.87,5.0,1469,0,14.390439228731596,1,508,6
138.97,5.0,1124,0,3.0555042197991744,1,347,10
89.61,5.0,1059,0,0.9199367543481386,1,2769,10
1126.4099999999999,5.0,1130,26,2.398406538121933,2,2272,18
82.52,5.0,1108,0,2.529826074457381,1,3178,25
89.91,4.0,1063,0,1.051356290683587,1,1073,25
396.35,1.0,1156,0,4.106860510482761,1,3124,23
292.94,4.0,1159,0,4.205425162734348,1,3232,18
169.9,5.0,1085,0,1.7741637405285529,1,3328,25
94.52,4.0,1043,0,0.3942586090063451,1,3298,9
176.65,5.0,1131,0,3.2854884083862093,1,867,23
338.46,5.0,1594,0,18.49729973921436,1,1941,25
441.32,5.0,1466,0,14.29187457648001,1,776,10
45.86,3.0,1428,0,13.04338898129325,1,3477,25
435.48,5.0,1136,0,3.4497628288055195,4,2740,22
85.15,4.0,1215,0,6.045298671430625,1,2270,18
96.24,3.0,1242,0,6.932380541694902,1,2302,10
60.68,5.0,1416,0,12.649130372286905,1,47,8
117.96,5.0,1035,0,0.13141953633544837,1,3328,25
430.25,3.0,1174,104,1.2813404792706216,2,1410,25
104.7,2.0,1447,0,13.66763177888663,1,1390,10
92.89,5.0,1165,0,4.40255446723752,1,2777,25
60.85,5.0,1178,0,4.829667960327727,1,903,25
118.41,2.0,1321,0,9.527916384320006,1,1412,25
111.93,5.0,1059,0,0.9199367543481386,1,3770,25
107.78,5.0,1287,0,8.410850325468695,1,3657,10
176.3,1.0,1092,0,2.0041479291155877,2,3328,25
117.94,5.0,1313,0,9.26507731164911,1,3024,22
430.98,3.0,1208,0,5.81531448284359,1,994,11
149.26,1.0,1190,0,5.223926569334073,1,2177,13
105.3,5.0,1136,0,3.4497628288055195,1,1332,8
196.4,2.0,1333,0,9.922174993326351,1,2917,18
271.08,3.0,1229,0,6.505267048604694,1,3298,9
193.59,5.0,1060,0,0.9527916384320007,1,3328,25
41.69,4.0,1045,0,0.4599683771740693,1,527,25
81.0,1.0,1131,0,3.2854884083862093,1,1790,23
40.71,1.0,1105,0,2.431261422205795,1,3768,7
31.94,5.0,1145,0,3.7454567855602785,1,410,18
217.22,5.0,1077,0,1.5113246678576562,3,1806,25
114.47,5.0,1423,0,12.87911456087394,1,3328,25
99.79,4.0,1302,0,8.903673586726628,1,2740,22
129.98,5.0,1254,0,7.326639150701246,1,2785,9
33.92,3.0,1432,0,13.1748085176287,1,649,25
64.0,5.0,1197,0,5.453910757921107,1,2917,18
104.59,5.0,1119,0,2.891229799379864,1,237,25
218.32,1.0,1164,0,4.3696995831536585,1,508,6
450.53,5.0,1091,0,1.9712930450317254,1,3328,25
426.84,1.0,1253,0,7.293784266617385,1,2761,20
99.7,5.0,1218,0,6.143863323682211,1,2650,25
208.45,3.0,1100,0,2.266987001786484,3,3004,4
261.97,1.0,1038,0,0.22998418858703465,1,893,16
105.28,5.0,1315,0,9.330787079816835,1,2917,18
254.09,1.0,1246,0,7.06380007803035,1,3316,10
28.13,5.0,1054,0,0.7556623339288281,1,2062,18
254.01,4.0,1057,0,0.8542269861804144,1,1264,5
100.34,3.0,1153,0,4.008295858231175,1,508,6
494.51,5.0,1266,218,0.5585330294256555,6,3328,25
64.0,4.0,1179,0,4.86252284441159,1,1863,25
108.84,4.0,1382,0,11.532064313435594,1,2069,17
143.39,1.0,1258,0,7.4580586870366945,1,1200,4
67.11,5.0,1238,0,6.800961005359453,1,1412,25
65.01,5.0,1289,0,8.47656009363642,1,3328,25
517.51,5.0,1085,18,1.1827758270190354,2,2740,22
76.94,5.0,1356,0,10.67783732725518,1,2896,25
133.08,5.0,1305,0,9.002238238978213,1,2911,25
61.79,4.0,1089,0,1.9055832768640013,1,2917,18
979.26,4.0,1271,0,7.885172180126902,1,1863,25
163.69,5.0,1196,0,5.421055873837245,1,398,25
113.14,5.0,1155,0,4.0740056263988995,1,3328,25
119.38,3.0,1318,0,9.42935173206842,2,3578,25
84.18,4.0,1045,0,0.4599683771740693,1,2632,17
314.41,3.0,1419,0,12.747695024538492,1,81,10
62.28,4.0,1238,0,6.800961005359453,1,3125,24
138.6,5.0,1139,0,3.5483274810571057,1,805,8
117.85,5.0,1196,0,5.421055873837245,1,867,23
222.14,5.0,1113,0,2.6941004948766913,1,413,10
53.79,5.0,1172,0,4.632538655824555,1,1877,4
156.73,5.0,1356,0,10.67783732725518,1,1274,17
39.75,5.0,1278,0,8.115156368713937,1,3328,25
151.49,4.0,1451,0,13.799051315222078,1,2034,10
59.79,3.0,1300,0,8.837963818558903,1,3004,4
119.41,5.0,1315,0,9.330787079816835,1,600,25
1555.23,5.0,1084,0,1.7413088564446908,1,2917,18
66.01,1.0,1208,0,5.81531448284359,1,1863,25
819.09,5.0,1191,0,5.2567814534179345,1,413,10
63.54,3.0,1277,0,8.082301484630074,2,1277,25
151.65,5.0,1180,0,4.895377728495451,1,2917,18
89.27,5.0,1175,0,4.7311033080761415,1,3477,25
182.91,4.0,1128,0,3.186923756134623,1,2201,10
303.86,3.0,1198,0,5.486765642004969,1,3328,25
133.46,5.0,1309,0,9.133657775313662,1,2896,25
64.1,5.0,1178,0,4.829667960327727,1,3752,23
89.57,4.0,1297,0,8.739399166307317,1,2732,17
17.77,1.0,1111,0,2.6283907267089672,1,2911,25
159.86,5.0,1127,0,3.1540688720507606,1,3287,25
66.63,5.0,1356,0,10.67783732725518,1,408,13
102.03,5.0,1332,0,9.88932010924249,1,1675,25
294.82,1.0,1082,0,1.6755990882769667,1,3298,9
111.02,2.0,1178,0,4.829667960327727,1,711,18
38.24,5.0,1501,0,15.441795519415184,2,1051,17
28.86,1.0,1419,0,12.747695024538492,1,3328,25
89.38,1.0,1354,0,10.612127559087456,2,3328,25
172.04,3.0,1131,0,3.2854884083862093,1,3282,25
163.46,1.0,1189,0,5.19107168525021,1,3004,4
313.19,2.0,1284,0,8.31228567321711,1,3328,25
52.59,1.0,1277,0,8.082301484630074,1,398,25
492.26,1.5,1370,127,6.965235425778763,2,649,25
131.0,5.0,1365,0,10.973531284009939,1,2003,18
55.95,1.0,1397,0,12.024887574693526,1,3016,25
27.38,5.0,1034,0,0.09856465225158627,1,2106,25
80.85,5.0,1392,0,11.860613154274215,1,2650,25
1530.5,3.0,1157,0,4.139715394566624,1,3477,25
1050.34,4.0,1364,0,10.940676399926076,4,2855,15
119.47,5.0,1442,0,13.50335735846732,1,3657,10
114.35,5.0,1358,0,10.743547095422905,1,2932,1
186.39,4.0,1409,0,12.419146183699871,2,1198,25
1104.42,4.5,1239,130,2.562680958541243,4,649,25
102.86,5.0,1354,0,10.612127559087456,1,2855,15
126.53999999999999,4.0,1096,0,2.135567465451036,1,2996,25
202.45,5.0,1170,0,4.566828887656831,1,1332,8
189.0,4.0,1034,0,0.09856465225158627,1,3580,10
48.13,4.0,1054,0,0.7556623339288281,1,2721,10
46.78,3.0,1214,0,6.012443787346763,1,1853,4
125.55,2.0,1062,0,1.0185014065997249,1,1248,23
35.78,5.0,1117,0,2.82552003121214,1,1051,17
34.53,1.0,1295,0,8.673689398139592,1,2917,18
44.09,5.0,1096,0,2.135567465451036,1,2917,18
675.01,5.0,1178,0,4.829667960327727,1,3768,7
194.64,4.0,1032,0,0.03285488408386209,1,1412,25
58.8,4.0,1258,0,7.4580586870366945,1,1073,25
494.51,5.0,1266,218,0.5585330294256555,6,3328,25
161.3,1.0,1164,0,4.3696995831536585,1,3004,4
128.88,5.0,1390,0,11.79490338610649,1,1132,18
388.4,5.0,1181,0,4.928232612579314,1,961,10
212.73,5.0,1309,0,9.133657775313662,1,3477,25
34.8,5.0,1130,0,3.252633524302347,1,3559,16
177.61,5.0,1243,105,3.5154725969732437,2,2917,18
134.1,5.0,1066,27,0.26283907267089673,2,3004,4
494.51,5.0,1266,218,0.5585330294256555,6,3328,25
286.66,5.0,1110,0,2.595535842625105,1,2064,7
72.04,5.0,1137,0,3.4826177128893816,1,3656,10
144.56,4.0,1178,0,4.829667960327727,1,3328,25
84.59,5.0,1121,0,2.9569395675475882,1,3542,25
143.1,3.0,1335,0,9.987884761494076,1,1990,1
32.99,4.0,1165,0,4.40255446723752,1,413,10
99.7,1.0,1166,0,4.435409351321383,1,3655,25
206.32999999999998,5.0,1178,11,4.468264235405244,2,413,10
419.04,5.0,1186,0,5.092507032998625,1,2917,18
246.99,3.5,1282,33,7.1623647302819355,2,3657,10
55.09,5.0,1175,0,4.7311033080761415,1,3232,18
770.62,5.0,1259,120,3.5483274810571057,2,1073,25
19.33,2.0,1147,0,3.8111665537280026,1,3328,25
91.42,5.0,1042,0,0.361403724922483,1,3328,25
82.12,4.0,1150,0,3.909731205979589,1,3206,22
34.8,4.0,1095,0,2.102712581367174,1,1990,1
109.18,5.0,1091,0,1.9712930450317254,1,3328,25
117.17,5.0,1336,0,10.020739645577939,1,2270,18
96.88,5.0,1251,0,7.2280744984496605,1,3328,25
176.33,4.0,1236,0,6.735251237191728,1,1201,5
149.7,2.0,1087,0,1.8398735086962772,1,3779,7
91.99,5.0,1115,0,2.759810263044416,1,2855,15
21.76,1.0,1357,0,10.710692211339042,1,3328,25
57.59,5.0,1213,0,5.979588903262901,1,3657,10
76.62,5.0,1178,0,4.829667960327727,1,1412,25
575.94,4.666666666666667,1246,18,6.472412164520832,3,3446,11
37.78,5.0,1114,0,2.7269553789605534,1,2008,25
109.0,5.0,1158,55,2.3655516540380708,2,3489,25
217.59,1.0,1381,0,11.499209429351732,2,2917,18
167.2,5.0,1207,0,5.782459598759728,1,315,10
47.68,5.0,1167,0,4.468264235405244,1,1863,25
86.64,5.0,1250,0,7.195219614365798,1,2326,25
239.42,4.0,1072,0,1.3470502474383457,1,413,10
22.39,4.0,1052,0,0.689952565761104,1,3328,25
72.46,5.0,1217,0,6.111008439598349,1,438,23
59.4,5.0,1216,1,6.045298671430625,2,3212,18
87.56,5.0,1032,0,0.03285488408386209,1,3328,25
340.37,5.0,1127,0,3.1540688720507606,3,2917,18
112.99,5.0,1178,0,4.829667960327727,1,3713,25
271.01,5.0,1267,0,7.7537526437914535,1,2349,4
47.19,4.0,1032,0,0.03285488408386209,1,1776,25
1149.83,4.0,1034,0,0.09856465225158627,1,390,25
148.06,4.0,1159,0,4.205425162734348,1,508,6
30.1,5.0,1104,0,2.398406538121933,1,2917,18
67.79,4.0,1177,0,4.796813076243866,1,3477,25
54.22,1.0,1046,0,0.49282326125793136,1,3691,8
1240.85,5.0,1265,0,7.688042875623729,1,2329,9
65.09,5.0,1168,0,4.501119119489107,1,3573,25
84.02,5.0,1287,0,8.410850325468695,1,3580,10
97.3,5.0,1412,0,12.517710835951457,1,1728,17
491.63,5.0,1289,47,6.932380541694902,2,958,10
65.23,1.0,1174,0,4.698248423992279,1,2655,25
146.56,1.0,1104,0,2.398406538121933,1,1980,18
38.62,5.0,1090,0,1.9384381609478634,1,1941,25
74.72,4.0,1122,0,2.9897944516314503,1,1412,25
143.27,5.0,1060,0,0.9527916384320007,1,1508,25
38.68,5.0,1458,0,14.029035503809114,1,3180,24
524.81,5.0,1302,0,8.903673586726628,1,1264,5
131.42,5.0,1355,0,10.644982443171317,1,3128,25
146.92,3.0,1037,0,0.19712930450317254,1,3328,25
77.57,5.0,1182,0,4.9610874966631755,1,1555,10
83.43,5.0,1153,0,4.008295858231175,1,508,6
154.12,4.5,1385,0,11.63062896568718,4,2855,15
777.4200000000001,5.0,1097,0,2.168422349534898,4,751,25
278.72,5.0,1357,77,8.180866136881662,2,3779,7
53.72,5.0,1364,0,10.940676399926076,1,3328,25
146.36,5.0,1239,0,6.833815889443315,1,722,22
67.13,1.0,1038,0,0.22998418858703465,1,508,6
138.24,1.0,1098,0,2.20127723361876,1,3004,4
117.94,4.0,1215,0,6.045298671430625,1,3561,18
69.36,5.0,1309,0,9.133657775313662,1,2896,25
69.41,5.0,1320,0,9.495061500236144,1,2748,25
147.26,4.0,1178,0,4.829667960327727,1,2310,18
241.93,1.0,1177,0,4.796813076243866,1,2917,18
319.53,5.0,1424,0,12.911969444957801,1,1512,22
74.28,5.0,1208,0,5.81531448284359,1,3418,19
86.6,4.0,1082,0,1.6755990882769667,1,3542,25
110.9,5.0,1317,0,9.396496847984558,1,508,6
54.24,5.0,1437,0,13.339082938048008,1,508,6
127.53,5.0,1094,0,2.069857697283312,1,1005,22
253.11,5.0,1050,0,0.6242427975933798,1,3328,25
60.59,4.0,1112,0,2.6612456107928293,1,2272,18
141.42000000000002,3.6666666666666665,1171,76,2.102712581367174,3,3328,25
1499.87,5.0,1119,0,2.891229799379864,1,2524,10
239.42,5.0,1056,0,0.8213721020965523,1,1638,10
133.57999999999998,5.0,1355,162,5.322491221585659,2,2917,18
135.52,1.0,1086,0,1.8070186246124151,1,3328,25
62.62,5.0,1110,0,2.595535842625105,1,3328,25
138.64,5.0,1245,0,7.030945193946487,1,3090,25
48.31,5.0,1043,0,0.3942586090063451,1,796,17
55.04,5.0,1056,0,0.8213721020965523,1,16,5
74.17,3.0,1190,0,5.223926569334073,1,2577,22
161.54,5.0,1151,0,3.942586090063451,1,2896,25
38.72,5.0,1182,0,4.9610874966631755,1,3328,25
688.98,5.0,1087,0,1.8398735086962772,4,3328,25
33.17,4.0,1350,0,10.480708022752006,1,3173,25
